Year,Month,Day,Time,End Year,End Month,End Day,End Time,Display Date,Headline,Text,Media,Media Credit,Media Caption,Media Thumbnail,Type,Group,Background,Original Media Link,,,,,,,
2020,2,15,,,,,,15 February 2020,"Armenian, Azerbaijani leaders clash over NK in Munich","The leaders of Armenia and Azerbaijan held their first ever public debate at the Munich Security Conference. In a 45-minute-long special session, Azerbaijani President Ilham Aliyev and Armenian Prime Minister Nikol Pashinyan clashed over Nagorno-Karabakh, with each side claiming a victory in the debate for audiences at home. ",https://icg-prod.s3.amazonaws.com/al%20and%20pash.jpeg,MSC/Mirgeler,,https://icg-prod.s3.amazonaws.com/al%20and%20pash.jpeg,,,#003e51,,,,,,,,
2020,2,24,,,,,,24 February 2020,NK names new de facto defence minister,Nagorno-Karabakh named Jalal Harutyunyan its new de facto defence minister. The appointment comes amid a reshuffle in Armenia's defence ministry after 13 soldiers died due to poor conditions in military facilities in conflict zone. Harutyunyan replaced Karen Abrahamyan for this position.,,,,,,,#003e51,,,,,,,,
2020,3,2,,,,,,2 March 2020,Armenia buys military radars from India,"Armenia has acquired radar systems from India for $40 million to enhance its battery-fire capabilities annd defences against rocket, artillery and mortar (C-RAM).",,,,,  ,   ,#003e51,,,,,,,,
2020,3,16,,2020,7,13,,16 March-13 July 2020,"Armenia, Azerbaijan impose limits to fight pandemic","Armenia declared a 30-day state of emergency to fight against the spread of coronavirus on 16 March. Businesses were ordered shut, except for grocery stores, pharmacies and banks. Azerbaijan, for its part, announced a special quarantine regime on 30 March that will apply through 20 April.",,,,, ,,#003e51,,,,,,,,
2020,3,16,,,,,,16 March 2020,Oil price drop sparks fears of currency devaluation in Azerbaijan,"A sharp drop in oil prices below $30 a barrel has sparked fears of an impending currency devaluation in Azerbaijan. Azerbaijan’s economy is highly dependent on oil and gas revenues, and its current state budget is based on an oil price of $53.",,,,, ,,#003e51,,,,,,,,
2020,3,18,,2020,3,19,,18-19 March 2020,OSCE suspends monitoring over COVID-19,"The OSCE Chairperson-in-Office said it would suspend monitoring until border closures and other restrictions to prevent the spread of COVID-19 are lifted.The OSCE Minsk Group Co-Chairs urged the sides on 19 March to exercise the greatest possible restraint to lessen the risk of escalation, including by making use of existing lines of direct communication during the pandemic. ",,,,, ,,#003e51,,,,,,,,
2020,3,19,,,,,,19 March 2020,U.S. ends funding for demining in NK,"The U.S. halted funding for demining activities in Nagorno-Karabakh by the UK-based charity Halo Trust, in spite of months of lobbying to keep the funding going by Armenian groups. It was the largest American aid program in the conflict zone.",,,,,, ,#003e51,,,,,,,,
2020,3,31,,2020,4,14,,31 March-14 April 2020,NK holds vote despite pandemic,"Nagorno-Karabakh held a vote to elect a new de facto president and parliament despite calls to postpone the vote amid the pandemic. None of the 14 presidential candidates passed the 50% threshold needed to win in the first round of voting. Former de facto prime minister Arayik Harutyunyan won after his rival foreign minister Masis Mayilian boycotted the second round of voting. Five political parties and alliances won seats in the de facto parliament, with Harutyunyan’s party winning a 40% majority in the assembly. The OSCE Minsk Group Co-Chairs said they recognised “the role of the population of Nagorno-Karabakh in deciding its future”, but stressed that the results of the elections “in no way prejudge the final status of Nagorno-Karabakh or the outcome of the ongoing negotiations”. ",https://icg-prod.s3.amazonaws.com/NK%20VE%2027%20April%202020.jpg, OC-Media,,https://icg-prod.s3.amazonaws.com/NK%20VE%2027%20April%202020.jpg, ,,#003e51,,,,,,,,
2020,4,21,,,,,,21 April 2020,FMs held talks online,Armenia and Azerbaijan’s foreign ministers held their first-ever teleconference to discuss the impact of the global health crisis on the region and recent developments along the front line. The foreign ministers and the OSCE Minsk Group Co-Chairs said in joint statement that humanitarian measures agreed to by the parties in earlier talks would be delayed due to the COVID-19 pandemic. ,,,,,,,#003e51,,,,,,,,
2020,4,21,,,,,,21 April 2020,Lavrov calls for old settlement formula,"Russian Foreign Minister Sergey Lavrov said Armenia and Azerbaijan should continue discussing a 2015 plan for a phased approach to the peace process. The plan calls for the return of territories adjacent to the former Nagorno-Karabakh Autonomous Oblast (NKAO) to Azerbaijan’s direct control and the resumption of transport, trade and other links among Armenia, Azerbaijan and Turkey. Armenia denied such talks had taken place and condemned the plan, saying it ignored the question of Nagorno-Karabakh’s final status. Azerbaijan accused Armenia of disrupting talks.   ",https://icg-prod.s3.amazonaws.com/NK%20VE%2027%20April%202020_Lavrov.jpg,Foreign Ministry of Russia,,https://icg-prod.s3.amazonaws.com/NK%20VE%2027%20April%202020_Lavrov.jpg,,,#003e51,,,,,,,,
2020,5,13,,,,,,13 May 2020,Senior military officials detained in Azerbaijan,Deputy Head of Azerbaijan's State Border Service Afgan Naghiyev and his subordinates were detained on charges of abuse of power and forgery. He is one of many senior officials arrested over the past six months as part of an anti-corruption campaign.,,,,,,,#003e51,,,,,,,,
2020,5,18,,,,,,18 May 2020,"Amid military exercises, OSCE co-chairs hold talks with both sides ",The OSCE Minsk Group co-chairs held separate online meetings with Azerbaijan’s foreign minister Elmar Mammadyarov and his Armenian counterpart Zohrab Mnatsakanyan while both sides held military exercises close to the frontlines. The talks focused on the situation in the region and the settlement process of the Nagorno-Karabakh conflict. Few other details were made public. ,,,,,,,#003e51,,,,,,,,
2020,5,21,,,,,,21 May 2020,NK swears in new leader amid condemnation from Baku ,"Nagorno-Karabakh’s de facto president was sworn in at a ceremony attended by senior Armenian officials, drawing condemnation from Baku. Arayik Harutyunyan called for Nagorno-Karabakh’s unification with Armenia. He pledged to carry out economic reforms and work more closely with Yerevan to develop the region. To mark the occasion, a banquet was held in the town of Shusha, which was mainly populated by ethnic Azerbaijanis before the 1992-1994 war.",,,,,,,#003e51,,,,,,,,
2020,5,26,,,,,,26 May 2020,ECHR rules against Azerbaijan in Safarov case,"The European Court of Human Rights (ECHR) ruled against Azerbaijan for releasing a soldier convicted of decapitating an Armenian officer and threatening to kill another Armenian soldier while attending a NATO language course in Budapest in 2004. Ramil Safarov was transferred to Azerbaijan in 2012 after serving eight years of his life prison term in Hungary to serve the remainder of his life sentence in his home country. Instead, Azerbaijan’s president pardoned Safarov, promoted him and granted him a flat and salary arrears for the time spent in prison. ",,,,,,,#003e51,,,,,,,,
2020,6,10,,,,,,10 June 2020,European MPs criticise Armenia for new road in conflict zone,Three key parliamentarians responsible for EU relations with Armenia and Azerbaijan criticised Yerevan for its intention to construct a new highway in the southern part of the Nagorno-Karabakh conflict zone. Their joint statement said construction without Baku’s consent went “in violation of international law” and “could symbolically entrench the illegal occupation of Nagorno-Karabakh and of its surrounding districts.” Baku praised the statement. Yerevan and Stepanakert condemned it and called for the support of those currently living in the conflict zone.,,,,,,,#003e51,,,,,,,,
2020,6,12,,,,,,12 June 2020,Azerbaijani citizen detained after crossing into Armenia,"A 26-year-old Azerbaijani citizen was detained at Areguni village in Armenia’s Gegharkunik province, near Azerbaijan’s western border. He has been handed over to Armenia’s National Security Service. Baku launched an investigation into the circumstances of this detention. ",,,,,,,#003e51,,,,,,,,
2020,6,18,,,,,,18 June 2020,"Aliyev, Pashinyan clash at Eastern Partnership summit","During an annual EU summit with leaders of six Eastern European countries, Azerbaijani President Ilham Aliyev accused his Armenian counterpart of occupying Azerbaijani lands and refusing to resolve the conflict peacefully. In return, Armenian  PM Nikol Pashinyan accused Aliyev of pursuing a racially discriminatory policy against ethnic Armenians, adding they hold the right of self-defence. The Eastern Partnership summit took place by videoconference due to COVID-19-related travel restrictions in the world.",,,,,,,#003e51,,,,,,,,
2020,7,12,,2020,7,16,,12-16 July 2020,"At least 18 killed in clashes at the Armenian, Azerbaijani border","At least 18 people were killed in the most serious clashes between Armenian and Azerbaijani forces since 2016. The violence erupted after an Azerbaijani military vehicle drove close to the border with Armenia on 12 June near the Armenian village of Movses. As of 14 June, the Azerbaijani defence ministry was reporting eleven of its military personnel and one civilian killed while Armenia’s ministry was reporting five military casualties. The OSCE Minsk Group co-chairs, the UN Secretary-General, the United States, Russia and the European Union all called on both sides to show restraint. Turkey was the only regional power to declareits full support for Azerbaijan. Russian President Vladimir Putin called his Turkish counterpart to discuss the potential for “coordinating efforts to achieve stabilisation in the region”. The International Committee of the Red Cross also underscored the need for both sides to respect the rights of civilians living close to military trenches in the border regions.   ",https://icg-prod.s3.amazonaws.com/Screenshot%202020-07-14%20at%2022.13.10.png,Screenshot of YouTube video,,,,,#003e51,,,,,,,,
2020,7,13,,2020,7,26,,13-26 July 2020,Border feud spills over to foreign cities,"Dozens of Armenian and Azerbaijani migrants and diaspora representatives brawled during protests at the two countries’ embassies in foreign cities, including Los Angeles, London and Brussels. Russia, with its sizeable migrant communities from both countries, became a hot-spot for the incidents. The Russian police reported arrests of at least 30 people and launched investigations into a number of assaults upon ethnic Armenian and Azerbaijani residents of Moscow. Following a meeting with the Russian foreign minister, the two countries’ ambassadors issued statements calling for cessation of violence in Russia’s streets. ",,,,,,,#003e51,,,,,,,,
2020,7,29,,2020,8,10,,29 July-10 August  2020,Turkey and Azerbaijan launch largest-ever joint military drills,"The military exercises took place in five Azerbaijani towns and engaged large combat units from both sides. The Azerbaijani foreign ministry denied any link to the recent border clashes with Armenia, and stated that the timeframe and location of the drills had been determined in 2019. In an interview with the Russian news agency RBC, Armenian Prime Minister Nikol Pashinyan accused Ankara of heightening tensions due to the recent border clashes. Armenia announced that it would suspend military inspections by Turkey under the Treaty on Conventional Armed Forces in Europe and the Vienna Document.",,,,,,,#003e51,,,,,,,,
2020,8,13,,2020,8,25,,13-25 August 2020,Turkey and Russia Compete over Military Offers to Azerbaijan,"Azerbaijani President Ilham Aliyev met both Turkish and Russian top military leadership to discuss new weaponry purchases and a possible deepening of cooperation. On August 25, Russian Defence Minister Sergey Shoygu dismissed a recent delivery of Russian weaponry to Armenia and promised more training for the Azerbaijani military in 2021. Two weeks earlier, a visit by the Turkish delegation came amid intense calls for establishing a Turkish military base to safeguard pipelines delivering Caspian oil and gas to Europe.",,,,,,,#003e51,,,,,,,,
2020,8,21,,,,,,21 August 2020,Lavrov Blames Armenia for Triggering Border Clashes,"In an interview with Russian newspaper Trud, Russian Foreign Minister Sergey Lavrov cited continued conflict over Nagorno-Karabakh and heated rhetoric by both capitals as key reasons for the July clashes at the Armenia-Azerbaijan border. But the trigger, he said, could be Armenia’s decision to move its military position closer to the border with Azerbaijan, threatening pipelines located only 15 km away from the area where tensions erupted. Yerevan gave no official response.",,,,,,,#003e51,,,,,,,,
2020,8,25,,,,,,25 August 2020,Stepanakert Welcomes First Armenian Settlers from Beirut,"The first two families reportedly arrived from Lebanon for permanent residence in Nagorno-Karabakh. Local leadership proposed support in early August to resettle ethnic Armenians who suffered from the blast at Beirut’s sea port, with Stepanakert offering to host up to 150 families. Baku condemned plans for this “illegal settlement” and made public satellite imagery of new buildings in one of the adjacent territories. Azerbaijan threatens to file new complaints against Armenia with international organisations. ",,,,,,,#003e51,,,,,,,,
2020,9,27,,2020,9,27,,27 September 2020,Death toll climbs as fighting over NK rages on,"In the first hours of fighting on 27 September, Armenia and Azerbaijan reported dozens of casualties, both military and civilian. Media footage showed Azerbaijani tanks, helicopters and drones engaging Armenian troops in several key strategic locations along the 200km front line. Within hours, Armenia and the de facto Nagorno-Karabakh leadership had sent armoured fighting vehicles to the front and mobilised reserve troops. Azerbaijan declared a partial military mobilisation on 28 September.",,AFP,,https://icg-prod.s3.amazonaws.com/NK_escalation_September%2027%202020.png,,,https://icg-prod.s3.amazonaws.com/NK_escalation_September%2027%202020.png,,,,,,,,
2020,10,10,,2020,10,25,,10-25 October 2020,Three failed ceasefire attempts,"During a meeting in Moscow, Russian, Azerbaijani and Armenian foreign ministers agreed on a temporary humanitarian ceasefire starting from 10 October, allowing the evacuation of corpses from the battlefield. The ceasefire was never sustained, as clashes continued and strikes targeted villages and towns both in and outside the conflict zone. A week later, a French attempt to bring back the agreement through mediation and shuttle diplomacy between Baku and Yerevan also failed. The sides reiterated their commitment to a ceasefire on 25 October during a visit to the U.S., with no consequent change in the situation on the ground.",,,,,,,#003e51,,,,,,,,
2020,11,9,,,,,,9 November 2020,Sides declare ceasefire after six weeks of war,"A Russian-mediated ceasefire statement provided for the withdrawal of Armenian troops from all territories adjacent to Nagorno-Karabakh, deployment of Russian peacekeepers to the region and Lachin corridor, opening of a ceasefire monitoring centre, return of all displaced to their homes, exchange of prisoners of war, and opening of transport communications between the countries. The statement did not mention the issue of Nagorno-Karabakh’s status or the OSCE Minsk Group’s future role.",,,,,,,#003e51,,,,,,,,
2020,12,10,,,,,,10 December 2020,Azerbaijan holds victory parade,"Azerbaijan displayed weaponry and drones used against Armenian troops, along with Armenian tanks and other heavy equipment destroyed in the recent war. Azerbaijani soldiers marched alongside their Turkish counterparts, with both countries’ presidents in attendance.Azerbaijani President Aliyev said parts of Armenia were “historical Azerbaijani lands”, while Turkish President Erdoğan declared his country is ready to open borders with Armenia if Yerevan “takes positive steps towards Ankara”.",https://icg-prod.s3.amazonaws.com/NK%20VE%20mil%20parade_Dec%202020_Pres%20Az.jpg,Office to the President of Azerbaijan,,https://icg-prod.s3.amazonaws.com/NK%20VE%20mil%20parade_Dec%202020_Pres%20Az.jpg,,,#003e51,,,,,,,,
2020,12,11,,2020,12,12,,11-12 December 2020,Fresh clashes in NK,"Almost a month after the ceasefire was signed, the sides engaged in localised clashes in the Hadrut region that reportedly ended in Azerbaijani forces seizing two villages previously under Armenian control. At least eight people were reported dead and 62 Armenian soldiers detained by Azerbaijan.",,,,,,,#003e51,,,,,,,,
2020,12,14,,2020,12,28,,14-28 December 2020,Moscow facilitates POW exchange,"On 14 December, the head of the Russian peacekeeping mission delivered 59 Armenian and Azerbaijani military personnel and civilians  detained in the course of the recent war to their respective countries. After a further six detainees were exchanged on 28 December, Yerevan said it had handed over all Azerbaijani POWs and called for the release of over 100 Armenian soldiers and civilians still held by Baku.",,,,,,,#003e51,,,,,,,,
2021,1,11,,,,,,11 January 2021,First post-war summit in Moscow,"The Russian, Armenian and Azerbaijani leaders signed a new agreement to start unlocking transport communications between their countries. Their deputy prime ministers are to proceed with talks on technical details. During the follow-up press conference, the Azerbaijani president spoke about his readiness to start living with Armenia “as good neighbours”, while his Armenian counterpart stated that the conflict remains unresolved and called for resumed talks on the status of Nagorno-Karabakh, along with the release of POWs still detained in Azerbaijan.",https://icg-prod.s3.amazonaws.com/NK%20VE%20Moscow%20summit_Jan%202021%20Kremlin.jpg,Russian Presidential Administration,,https://icg-prod.s3.amazonaws.com/NK%20VE%20Moscow%20summit_Jan%202021%20Kremlin.jpg,,,#003e51,,,,,,,,
2021,1,30,,,,,,30 January 2021,Turkish-Russian Joint Monitoring Centre opens in Azerbaijan,"The centre is located in the Agdam region, close to the pre-war front line. Turkish and Russian personnel responsible for monitoring the ceasefire in Nagorno-Karabakh will reportedly use unmanned drones to keep track of the situation in the region.",,,,,,,#003e51,,,,,,,,
2021,2,1,,2021,2,12,,1-12 February 2021,First ever Turkish-Azerbaijani drills in Kars,"The drills are held kilometres away from the Russian military base located at the Armenian town of Gyumri. They are meant to prepare troops for joint operations in difficult winter conditions, according to the Azerbaijani defence ministry. ",,,,,,,#003e51,,,,,,,,
2021,2,12,,,,,,12 February 2021,Sides meet in NK to discuss cooperation,"Armenian, Azerbaijani and de facto Nagorno-Karabakh officials had their first-ever meeting inside the conflict zone to discuss cooperation on humanitarian issues. With mediation from the International Committee of the Red Cross, the Armenian side handed over the remains of seven people who went missing during the war in Nagorno-Karabakh in the early 1990s. Four days later, Azerbaijan transferred the remains of 106 people buried in territories under its control during the recent war.",,,,,,,#003e51,,,,,,,,
2021,2,25,,,,,,25 February 2021,Armenia’s General Staff demands PM’s resignation,The call came soon after Prime Minister Nikol Pashinyan's decision to dismiss the country’s top military leadership after accusing it of attempting a coup. The dismissal prompted thousands the same day to protest in Yerevan in support of either the army or Pashinyan.,,,,,,,#003e51,,,,,,,,
2021,3,25,,,,,,25 March 2021,Russian becomes second official language in Nagorno-Karabakh,"Nagorno-Karabakh’s de facto parliament  adopted a new law making Russian an official language, alongside Armenian. The local authorities argue that this would simplify paperwork when dealing with the Russian peacekeepers, which previously had to be written  in Armenian only.",,,,,,,#003e51,,,,,,,,
2021,4,12,,,,,,12 April 2021,Aliyev raises concerns over Iskander missiles,"Iskander-M missile debris were put on display at the new Military Trophy Park in the centre of Baku. President Ilham Aliyev demanded clarifications from Russia, stating it had no right to transfer this missile model to Yerevan after Armenian forces reportedly fired at Azerbaijani troops present at the town of Shusha, in Nagorno-Karabakh. In March, both Moscow and Baku denied Iskander missiles were fired during the last days of the 2020 war.",,,,,,,#003e51,,,,,,,,
2021,4,13,,,,,,13 April 2021,OSCE Minsk group co-chairs call for meeting of leaders,"In their first detailed statement after the 2020 war, the co-chairs listed a number of confidence-building measures that sides should implement. These included releasing all prisoners of war and detainees, exchanging maps of the minefields, guaranteeing international organisations free access  to Nagorno-Karabakh, protecting cultural and religious sights, and fostering direct contacts between communities. The co-chairs also called for resumed political talks on the comprehensive peace agreement and expressed their readiness to host a high-level meeting of Armenian and Azerbaijani leaders. They also asked the sides to lift all restrictions that prevent field monitoring by the Personal Representative of the OSCE Chair-in-Office’s team and visits of the co-chairs to the conflict zone. ",,,,,,,#003e51,,,,,,,,
2021,4,24,,,,,,24 April 2021,Biden makes statement on Armenian Genocide,"On Armenian Genocide Remembrance Day, 24 April 2021, US President Joe Biden released a statement recognising the killing of up to 1.5 million Armenians during 1915-1917 as genocide. The statement provoked strong reactions in both Ankara and Baku, with the Turkish foreign ministry warning of deteriorating US-Turkey relations, and Azerbaijan’s President Aliyev calling it a “historical mistake”. Armenia’s Nikol Pashinyan welcomed Biden’s statement.",,,,,,,#003e51,,,,,,,,
2021,5,3,,,,,,3 May 2021,Russian military reinforce new sites in south of Armenia,"A contingent of Russia’s Military Base 102 in Armenia has established two new outposts in areas close to the border with Azerbaijan. The move comes after weeks of talks with the Armenian leadership, who fears attacks from Azerbaijan and Turkey.",,,,,,,#003e51,,,,,,,,
2021,5,4,,,,,,4 May 2021,Armenian court sentences two Syrian fighters to life in prison,A court in Armenia’s southern town of Kapan sentenced two Syrian residents to life in prison after they pleaded guilty to having travelled from Turkey to Azerbaijan to fight against Armenian troops as mercenaries during the 2020 war in Nagorno-Karabakh. Azerbaijan and Turkey have dismissed past claims that they used mercenaries during the war. ,,,,,,,#003e51,,,,,,,,
2021,5,4,,,,,,4 May 2021,Baku releases three Armenian detainees amid international pressure,"Azerbaijan released three Armenian soldiers who, along with over 60 others, were taken prisoner in Nagorno-Karabakh after the war. U.S. State Secretary Antony Blinken welcomed the move and called on the parties to complete the process and exchange all detainees. Armenia reports dozens of troops remain detained in Azerbaijan. On 24 April, the European Union called for their release.     ",,,,,,,#003e51,,,,,,,,
2021,5,5,,2021,5,11,,5-11 May 2021,Russian FM visits region in attempt to revive OSCE Minsk process,"In Armenia and Azerbaijan, Russian Foreign Minister Sergey Lavrov discussed topics in view of a possible resumption of official talks with Azerbaijan, including the fate of detainees, demining, and humanitarian support to the conflict-affected populations. Foreign Minister Lavrov underlined that Russia’s best interest is to facilitate normalization of relations between Azerbaijan and Armenia.",,,,,,,#003e51,,,,,,,,
2021,5,12,,2021,6,2,,12 May 2021,Clashes and detentions on Armenia-Azerbaijan state border,"The lack of clear demarcation of the Armenian-Azerbaijan border has reignited tensions between the countries’ forces. On 12 May, Armenia reported Azerbaijani troops had crossed into Armenian territory at Sev Lake, bordering Armenia’s Syunik province and Azerbaijan’s Lachin district. Multiple incidents followed over the course of the month, with one Armenian soldier shot dead in Gegharkunik province, six others detained on the Gegharkunik-Kelbajar section of the border, and one Azerbaijani serviceman wounded in Nakhchivan. 
",,,,,,,#003e51,,,,,,,,
2021,6,12,,,,,,12 June 2021,Armenia and Azerbaijan make breakthrough deal on detainees and mines ,"Baku agreed to release fifteen Armenian detainees in exchange for Yerevan’s delivering maps that indicate the sites of landmine clusters in Agdam district. The exchange was facilitated by the U.S. and Georgia, along with the EU and  current OSCE chair Sweden. ",,,,,,,#003e51,,,,,,,,
2021,6,15,,,,,,15 June 2021,Azerbaijan and Turkey sign new declaration to increase cooperation ,"The pact, which was signed in Shusha, revolves around defence cooperation and new transportation routes. The Turkish president said the declaration hasn’t ruled out the possibility Ankara could build the first Turkish military base in Azerbaijan. Russia was quick to warn against such a move.  ",https://icg-prod.s3.amazonaws.com/NKVE_2021_June_15.jpg,Office to the President of Azerbaijan,,https://icg-prod.s3.amazonaws.com/NKVE_2021_June_15.jpg,,,#003e51,,,,,,,,
2021,6,20,,,,,,20 June 2021,Pashinyan’s party wins Armenian elections,"Nikol Pashinyan’s Civil Contract party won the parliamentary elections with almost 54 per cent of the vote, thus maintaining its two-thirds majority in parliament. The ruling party’s main rival, former President Robert Kocharyan’s Armenia Alliance, obtained a mere 21 per cent of the vote. Both local and international observers said the vote was generally free and fair.",,,,,,,#003e51,,,,,,,,
2021,7,7,,,,,,7 July 2021,Aliyev introduces “Eastern Zangezur” next to Armenia ,"An Azerbaijani presidential decree, establishes the “Eastern Zangezur” economic zone, which comprises several districts (Kelbajar, Lachin, Kubatly, Zangilan and Jebrail) of the Nagorno-Karabakh conflict zone bordering Armenia. The term “Zangezur”, first used by Azerbaijani President Ilham Aliyev in mid-July, has irritated Armenia, which sees it as a claim on its territory.",,,,,,,#003e51,,,,,,,,
2021,7,7,,2021,7,20,,20 July 2021,Pashinyan and Aliyev meet with Putin,"In separate meetings with Russian President Vladimir Putin, Armenian PM Nikol Pashinyan and Azerbaijani President Ilham Aliyev discussed the post-war situation in Nagorno-Karabakh. ",,,,,,,#003e51,,,,,,,,
2021,7,28,,,,,,28 July 2021,Deadliest clashes since second NK war,Armenia and Azerbaijan reported three soldiers killed and seven wounded following several hours of fighting at the Kelbajar-Vardenis state border section. Russia brokered a ceasefire and the OSCE Minsk Group co-chairs called for a resumption of the negotiation process. ,https://icg-prod.s3.amazonaws.com/NKVE_2021_July%2028.jpg,AP Photo,,https://icg-prod.s3.amazonaws.com/NKVE_2021_July%2028.jpg,,,#003e51,,,,,,,,
2021,8,5,,,,,,5 August 2021,Russia stations new military post in Armenian border zone,"Following border clashes in July, Russia installed a new permanent military post in another border area, near a strategic highway connecting Armenia to Russia via Georgia.",,,,,,,#003e51,,,,,,,,
2021,9,13,,,,,,13 September 2021,Azerbaijan regains controls over highway in its border zone,"Azerbaijani police installed a checkpoint on the main highway connecting Iran to the South Caucasus, and Armenia with its southern regions, violating agreements following the 2020 war.",,,,,,,#003e51,,,,,,,,
2021,9,24,,,,,,24 September 2021,OSCE Minsk Group resumes mediation functions,"The co-chairs facilitated the Armenian and Azerbaijani foreign ministers’ first post-war meeting on the sidelines of the UN General Assembly session in New York. The talks focused on a “wide range of outstanding unresolved issues”, while co-chairs proposed “specific focused measures to de-escalate the situation.” Following the meeting, both Armenian and Azerbaijani leaders confirmed their readiness to meet with the co-chairs’ mediation team.",,,,,,,#003e51,,,,,,,,
2021,10,14,,2021,10,19,,14-19 October 2021,ICJ hosts first hearings,"After Armenia and Azerbaijan initiated cases against each other at the International Court of Justice on grounds of violating the International Convention on Racial Discrimination, the Court hosted separate hearings on the two cases, with Yerevan’s focusing on the Azerbaijan Military Trophies Park and Armenian prisoners of war,  while Baku’s largely revolved around landmines.",https://www.crisisgroup.org/sites/default/files/2022-10/2021%20Oct_ICJ%20photo.jpg,ICJ,,https://www.crisisgroup.org/sites/default/files/2022-10/2021%20Oct_ICJ%20photo.jpg,,,#003e51,,,,,,,,
2021,11,19,,,,,,19 November 2021,Armenia and Azerbaijan resume comms channel,"Following border clashes, both countries agreed to the EU’s proposal to restore a direct communication channel between their defence ministries.",,,,,,,#003e51,,,,,,,,
2021,11,26,,,,,,26 November 2021,Russian mediation yields no final agreement,"The Russia-mediated meeting of Armenian and Azerbaijani leaders produced  no agreement on launching the border demarcation commission, and no apparent progress in months-long talks on unblocking regional transport links. ",,,,,,,#003e51,,,,,,,,
2021,12,7,,,,,,7 December 2021,ICJ preliminary ruling,"The decision requires Armenia and Azerbaijan to refrain from any action aggravating the dispute and prevent racial hatred. Additionally, Azerbaijan must protect Armenian prisoners and cultural heritage.",,,,,,,#003e51,,,,,,,,
2021,12,14,,,,,,14 December 2021,First-ever EU mediation of Azerbaijan-Armenia talks,"The countries agreed to restore railway connection in their southern regions, while the EU offered support in resolving border issues, and decided to launch an economic advisory platform to support bilateral cooperation. Soon after the meeting, Azerbaijan released 25 Armenian soldiers detained during recent border clashes, while Armenia handed over two Azerbaijani military apprehended on the border.",https://www.crisisgroup.org/sites/default/files/2022-10/2021%20Dec_EU%20meeting.jpg,Screenshot of YouTube video,,https://www.crisisgroup.org/sites/default/files/2022-10/2021%20Dec_EU%20meeting.jpg,,,#003e51,,,,,,,,
2022,1,14,,,,,,14 January 2022,"Armenia and Turkey start talks
","Armenian and Turkish envoys met in Moscow for their first round of talks. While the two countries do not have official relations, Armenia is seeking to open its border with Turkey, which has been closed since the first Nagorno-Karabakh war.",,,,,,,#003e51,,,,,,,,
2022,1,23,,,,,,23 January 2022,Armenian president resigns,"In a surprising statement, Armenian President Armen Sarkissian announced his resignation, citing frustration with his inability to influence the country's politics. He was the last senior official to have been in office since before the 2018 Velvet Revolution. ",https://www.crisisgroup.org/sites/default/files/2022-10/2021_Sarkissian.jpg,Office to the President of Armenia ,,https://www.crisisgroup.org/sites/default/files/2022-10/2021_Sarkissian.jpg,,,#003e51,,,,,,,,
2022,3,8,,,,,,8 March 2022,Damage to pipeline causes gas crisis in NK,Nagorno-Karabakh had no natural gas for almost a month after the only pipeline that delivers gas from Armenia to Stepanakert was damaged near Azerbaijani military positions. The damage occurred during an unusually cold season. ,,,,,,,#003e51,,,,,,,,
2022,3,12,,,,,,12 March 2022,Armenian FM visits Turkey for first time in over a decade,"Armenian Foreign Minister Ararat Mirzoyan met his Turkish counterpart Mevlüt Çavuşoğlu in support of talks led by the two countries’ special representatives, who are in charge of negotiations on the normalisation of Armenian-Turkish relations.",,,,,,,#003e51,,,,,,,,
2022,3,26,,,,,,26 March 2022,Baku gains control over Kartanglukh mountains in NK,"Following intensified clashes near Agdam district, Azerbaijani troops announced they had taken over the strategic Kartanglukh heights in Nagorno-Karabakh’s Armenian-populated areas. Despite calls by Russian peacekeepers to withdraw its troops, Baku said it would maintain its new positions.",,,,,,,#003e51,,,,,,,,
2022,4,6,,,,,,6 April 2022,Armenia and Azerbaijan ready to start work on peace deal,"Following an EU-mediated meeting in Brussels, Armenian and Azerbaijani leaders announced their readiness to start preparing a peace deal.",https://www.crisisgroup.org/sites/default/files/2022-10/NK%20VE_EU%20Arm%20Az%206%20April%20meeting.jpg,European Union,,https://www.crisisgroup.org/sites/default/files/2022-10/NK%20VE_EU%20Arm%20Az%206%20April%20meeting.jpg,,,#003e51,,,,,,,,
2022,4,8,,,,,,8 April 2022,Lavrov says OSCE Minsk Group’s future is “uncertain”,"Russian Foreign Minister Sergey Lavrov accused the U.S. and France, both co-chairs of the OSCE Minsk Group, of refusing to work with Russia and therefore of hindering the Group’s work. Lavrov’s claim followed weeks of deepening confrontation between Russia and the West over the war in Ukraine.",,,,,,,#003e51,,,,,,,,
2022,5,24,,,,,,24 May 2022,First meeting of border commissions ,The official commissions Armenia and Azerbaijan established in May to handle bilateral talks on demarcation and security problems at their state border held their first meeting this month. ,,,,,,,#003e51,,,,,,,,
